ChemicalName	InferenceGeneSymbol
nitrendipine	KCNH2	
nitrendipine	ADORA3	
nitrendipine	KCNN4	
nitrendipine	CACNG1	
nitrendipine	TTR	
nitrendipine	CACNA1D	
nitrendipine	CYP2C9	
nitrendipine	CACNA1H	
nitrendipine	CYP2C19	
nitrendipine	CACNA1F	
nitrendipine	CACNA1C	
nitrofurantoin	G6PD	
nitrofurantoin	CISD1	
nitrofurazone	G6PD	
glyceryl trinitrate	NPR1	
nitroxoline	PTGS2	
nitroxoline	CTSB	
nitroxoline	METAP2	
nitroxoline	BRD4	
nitroxoline	BRD4	
nizatidine	HRH2	
nizatidine	ACHE	
nomifensine	SLC6A4	
nomifensine	SLC6A2	
nomifensine	HTR1A	
nomifensine	HRH1	
nomifensine	SLC6A3	
nomifensine	MAOA	
nomifensine	MPO	
norelgestromin	PGR	
norepinephrine	ADRB1	
norepinephrine	ADRB2	
norepinephrine	DRD1	
norepinephrine	DRD2	
norepinephrine	ADRA2A	
norepinephrine	ADRA1A	
norepinephrine	ADRA2B	
norepinephrine	ADRB3	
norepinephrine	ADRA2C	
norepinephrine	SLC6A3	
norepinephrine	ADRA1D	
norepinephrine	ADRA1B	
norethisterone	SLC6A4	
norethisterone	NR3C1	
norethisterone	ESR1	
norethisterone	AR	
norethisterone	PGR	
norethisterone	SHBG	
norethindrone acetate	SLC6A4	
norethindrone acetate	NR3C1	
norethindrone acetate	ESR1	
norethindrone acetate	AR	
norethindrone acetate	PGR	
norethindrone acetate	CYP2C19	
norethindrone acetate	SHBG	
norethynodrel	PGR	
norfloxacin	GABRA1	
norfloxacin	GABRA2	
norfloxacin	GABRA3	
norfloxacin	GABRA5	
norfloxacin	GABRA4	
norfloxacin	GABRA6	
norfloxacin	TOP2B	
norfloxacin	SLC47A1	
norgestimate	PGR	
norgestimate	TRPC3	
norgestimate	TRPC6	
nortriptyline	DRD1	
nortriptyline	DRD2	
nortriptyline	ADRA2A	
nortriptyline	SLC6A4	
nortriptyline	SLC6A2	
nortriptyline	HTR1A	
nortriptyline	HTR2A	
nortriptyline	HTR2B	
nortriptyline	HTR2C	
nortriptyline	HTR6	
nortriptyline	ADRA1A	
nortriptyline	ADRA2B	
nortriptyline	DRD3	
nortriptyline	HRH1	
nortriptyline	HRH2	
nortriptyline	CHRM1	
nortriptyline	CHRM2	
nortriptyline	CHRM3	
nortriptyline	CHRM4	
nortriptyline	CHRM5	
nortriptyline	AOX1	
nortriptyline	ADRA2C	
nortriptyline	SLC6A3	
nortriptyline	CYP2D6	
nortriptyline	ADRA1D	
nortriptyline	CYP2C19	
nortriptyline	RET	
nortriptyline	KCNJ10	
noscapine	CYP2C9	
noscapine	CYP2C19	
noscapine	SLC22A2	
noscapine	SLC47A1	
novobiocin	ABCG2	
octreotide	OPRM1	
octreotide	SSTR2	
octreotide	SSTR3	
octreotide	SSTR5	
octreotide	SSTR4	
octreotide	SSTR1	
ofloxacin	GABRA2	
ofloxacin	SLC6A4	
ofloxacin	CHRM1	
ofloxacin	HRH3	
olanzapine	ADRB1	
olanzapine	ADRB2	
olanzapine	DRD1	
olanzapine	DRD2	
olanzapine	ADRA2A	
olanzapine	KCNH2	
olanzapine	SLC6A4	
olanzapine	HTR1A	
olanzapine	HTR2A	
olanzapine	HTR2B	
olanzapine	HTR2C	
olanzapine	HTR6	
olanzapine	HTR7	
olanzapine	ADRA1A	
olanzapine	ADRA2B	
olanzapine	DRD3	
olanzapine	DRD5	
olanzapine	HRH1	
olanzapine	HRH2	
olanzapine	CHRM1	
olanzapine	CHRM2	
olanzapine	CHRM3	
olanzapine	CHRM4	
olanzapine	CHRM5	
olanzapine	AOX1	
olanzapine	HTR1B	
olanzapine	HTR1D	
olanzapine	ADRA2C	
olanzapine	DRD4	
olanzapine	ADRA1D	
olanzapine	HTR3A	
olanzapine	ADRA1B	
olanzapine	HTR5A	
olanzapine	HTR1F	
olanzapine	HTR1E	
olanzapine	GFER	
olanzapine	H1-0	
olmesartan medoxomil	AGTR1	
olopatadine	HRH1	
olsalazine	ALOX5	
olsalazine	PPARG	
omapatrilat	ACE	
omapatrilat	MME	
omapatrilat	APP	
omapatrilat	APP	
omeprazole	CYP3A4	
omeprazole	ABCB1	
omeprazole	CYP2C9	
omeprazole	CYP1A2	
omeprazole	CYP2C19	
omeprazole	FASN	
omeprazole	DDAH1	
omeprazole	GSTO1	
omeprazole	ENGASE	
ondansetron	KCNH2	
ondansetron	HTR2B	
ondansetron	AOX1	
ondansetron	HTR3A	
ondansetron	SLC22A1	
ondansetron	SLC22A2	
ondansetron	SLC47A1	
ondansetron	SLC47A2	
ondansetron	SLC22A3	
ondansetron	HTR3B	
opipramol	SIGMAR1	
opipramol	EBP	
orlistat	CNR1	
orlistat	LPL	
orlistat	FASN	
orlistat	DAGLA	
orlistat	DAGLB	
orlistat	ABHD16A	
orlistat	ABHD12	
orlistat	PLA2G7	
orlistat	ABHD6	
orlistat	LPL	
orlistat	LIPC	
orlistat	LIPG	
orlistat	PNLIP	
orlistat	LIPF	
orphenadrine	SCN5A	
orphenadrine	ADRA2A	
orphenadrine	KCNH2	
orphenadrine	SLC6A4	
orphenadrine	SLC6A2	
orphenadrine	HTR2A	
orphenadrine	HTR2B	
orphenadrine	HTR2C	
orphenadrine	HTR6	
orphenadrine	ADRA2B	
orphenadrine	HRH1	
orphenadrine	HRH2	
orphenadrine	CHRM1	
orphenadrine	CHRM2	
orphenadrine	CHRM3	
orphenadrine	CHRM4	
orphenadrine	CHRM5	
orphenadrine	SCN1A	
orphenadrine	SCN4A	
orphenadrine	SCN9A	
orphenadrine	CYP2D6	
orphenadrine	SCN10A	
orphenadrine	SLC22A1	
oteracil	UMPS	
ouabain	KCNH2	
ouabain	ATP1A1	
ouabain	STAT3	
oxacillin	PTGS2	
oxacillin	PTGS1	
oxacillin	PDE11A	
oxametacin	PTGS1	
oxandrolone	AR	
oxaprozin	PTGS2	
oxaprozin	PTGS1	
oxaprozin	FPR1	
oxaprozin	EPHX2	
oxaprozin	C5	
oxaprozin	C5	
oxaprozin	SHMT2	
oxatomide	HTR2A	
oxatomide	HTR2B	
oxatomide	DRD3	
oxatomide	CHRM1	
oxatomide	HRH1	
oxcarbazepine	SCN5A	
oxyphencyclimine	CHRM1	
oxyphencyclimine	CHRM3	
oxprenolol	ADRB1	
oxprenolol	ADRB2	
oxprenolol	SLC22A1	
oxybutynin	SIGMAR1	
oxybutynin	SLC6A2	
oxybutynin	HTR2B	
oxybutynin	DRD3	
oxybutynin	CHRM2	
oxybutynin	CHRM4	
oxybutynin	CHRM5	
oxybutynin	SLC6A3	
oxybutynin	CYP2C19	
oxybutynin	CHRM1	
oxybutynin	CHRM3	
oxycodone	OPRM1	
oxycodone	OPRK1	
oxycodone	OPRD1	
oxymetazoline	ADRA2A	
oxymetazoline	HTR1A	
oxymetazoline	HTR2A	
oxymetazoline	HTR2B	
oxymetazoline	HTR2C	
oxymetazoline	HTR6	
oxymetazoline	CHRM4	
oxymetazoline	CHRM5	
oxymetazoline	HTR1B	
oxymetazoline	HTR1D	
oxymetazoline	ADRA2C	
oxymetazoline	CYP2D6	
oxymetazoline	ADRA1D	
oxymetazoline	ADRA1B	
oxymetazoline	HTR1E	
oxymetazoline	NISCH	
oxymetazoline	ADRA1A	
oxymetazoline	ADRA2B	
oxymetholone	ESR1	
oxymetholone	AR	
oxymorphone	OPRM1	
oxymorphone	OPRK1	
oxymorphone	OPRD1	
oxyphenbutazone	FPR1	
oxyphenbutazone	PTGIS	
oxyphenbutazone	NAPRT	
oxyphenonium	CHRM1	
oxyphenonium	CHRM3	
oxyphenonium	CHRM4	
oxytocin	AVPR1A	
oxytocin	AVPR1B	
oxytocin	AVPR2	
oxytocin	OXTR	
oxytocin	OXT	
ozagrel	TBXAS1	
paclitaxel	ABCB1	
paclitaxel	NR1I2	
paclitaxel	OPRD1	
paclitaxel	ABCB11	
paclitaxel	ABCC10	
paclitaxel	TUBB	
paclitaxel	FYN	
paclitaxel	ERBB2	
paclitaxel	CCKAR	
paclitaxel	TACR2	
paclitaxel	MC5R	
paclitaxel	MERTK	
paclitaxel	TUBB3	
paclitaxel	NOD2	
palmidrol	CNR1	
palmidrol	CNR2	
palmidrol	GPR55	
palonosetron	HTR3A	
pamidronic acid	FDPS	
aminobenzoic acid	CA2	
aminobenzoic acid	CA1	
aminosalicylic acid	PTPN1	
pantoprazole	ATP1A1	
pantoprazole	FASN	
pantoprazole	SLC22A2	
pantoprazole	SLC47A1	
pantoprazole	SLC47A2	
pantoprazole	DDAH1	
papaverine	KCNH2	
papaverine	PDE3A	
papaverine	PDE4B	
papaverine	ACHE	
papaverine	PDE5A	
papaverine	PDE10A	
papaverine	CYP2C19	
papaverine	PDE4A	
papaverine	PDE4D	
papaverine	PDE2A	
papaverine	PDE3B	
papaverine	PADI4	
papaverine	SHMT2	
papaverine	PDE4D	
parecoxib	PTGS1	
parecoxib	PTGS2	
pargyline	MAOB	
pargyline	MAOA	
paricalcitol	VDR	
paroxetine	ADRB1	
paroxetine	SIGMAR1	
paroxetine	KCNH2	
paroxetine	SLC6A4	
paroxetine	SLC6A2	
paroxetine	HTR1A	
paroxetine	DRD3	
paroxetine	CHRM1	
paroxetine	CHRM2	
paroxetine	CHRM3	
paroxetine	CHRM4	
paroxetine	CHRM5	
paroxetine	SLC6A3	
paroxetine	CYP2D6	
paroxetine	CYP1A2	
paroxetine	TACR1	
paroxetine	MPO	
paroxetine	GRK2	
paroxetine	P2RX4	
pefloxacin	CYP1A2	
pemetrexed	TYMS	
pemetrexed	DHFR	
pemetrexed	FPGS	
pemetrexed	SHMT1	
pemetrexed	FOLR2	
pemetrexed	SLC46A1	
pemetrexed	SLC19A1	
pemetrexed	FOLR1	
pemetrexed	GART	
pemoline	SLC6A3	
penbutolol	ADRB1	
penbutolol	ADRB2	
penbutolol	HTR1A	
penbutolol	ORM1	
penfluridol	OPRM1	
penfluridol	DRD1	
penfluridol	DRD2	
penfluridol	HTR1A	
penfluridol	HTR2A	
penfluridol	HTR2B	
penfluridol	HTR2C	
penfluridol	HTR6	
penfluridol	ADRA2B	
penfluridol	DRD3	
penfluridol	DRD5	
penfluridol	HRH1	
penfluridol	HRH2	
penfluridol	ADRB3	
penfluridol	HTR1D	
penfluridol	ADRA2C	
penfluridol	DRD4	
penfluridol	ADRA1D	
penfluridol	OPRK1	
penfluridol	OPRD1	
penfluridol	HTR5A	
pentagastrin	CCKBR	
pentamidine	ADRA2A	
pentamidine	KCNH2	
pentamidine	SLC6A2	
pentamidine	HTR2A	
pentamidine	HTR2C	
pentamidine	DRD3	
pentamidine	CHRM2	
pentamidine	CHRM4	
pentamidine	CHRM5	
pentamidine	SLC6A3	
pentamidine	ADRA1D	
pentamidine	MAOA	
pentamidine	PLG	
pentamidine	PRSS1	
pentamidine	F10	
pentamidine	ST14	
pentamidine	S100B	
pentamidine	PRMT1	
pentamidine	SLC22A1	
pentamidine	AOC1	
pentamidine	SLC22A2	
pentamidine	SLC47A1	
pentamidine	SLC47A2	
pentamidine	SLC22A3	
pentamidine	SAT1	
pentamidine	PTP4A3	
pentamidine	F10	
pentamidine	PLG	
pentamidine	PTP4A2	
pentamidine	PTP4A1	
pentobarbital	GABRB3	
pentobarbital	KCNH2	
pentolonium	CHRNA10	
pentostatin	ADA	
pentoxifylline	ADORA2B	
pentoxifylline	PDE4B	
pentoxifylline	ACHE	
pentoxifylline	PDE5A	
pergolide	ADRA2A	
pergolide	KCNH2	
pergolide	HTR1A	
pergolide	HTR2A	
pergolide	HTR2B	
pergolide	HTR2C	
pergolide	HTR6	
pergolide	ADRA1A	
pergolide	ADRA2B	
pergolide	DRD3	
pergolide	DRD5	
pergolide	HTR1B	
pergolide	HTR1D	
pergolide	ADRA2C	
pergolide	CYP2D6	
pergolide	DRD4	
pergolide	ADRA1D	
pergolide	ADRA1B	
pergolide	DRD2	
pergolide	DRD1	
perhexiline	SIGMAR1	
perhexiline	KCNH2	
perhexiline	SLC6A2	
perhexiline	CHRM1	
perhexiline	CHRM3	
perhexiline	CHRM4	
perhexiline	CHRM5	
perhexiline	CYP2D6	
perhexiline	CACNA1G	
perhexiline	CACNA1H	
perhexiline	CACNA1I	
perhexiline	CPT1A	
perhexiline	CPT2	
perhexiline	EGFR	
perhexiline	FYN	
periciazine	DRD1	
perindopril	ACE	
perlapine	DRD2	
perlapine	HTR2A	
perlapine	HTR6	
perlapine	DRD3	
perlapine	HRH4	
perlapine	DRD4	
perospirone	DRD2	
perospirone	DRD3	
perospirone	DRD4	
perphenazine	DRD2	
perphenazine	ADRA2A	
perphenazine	KCNH2	
perphenazine	HTR1A	
perphenazine	HTR2A	
perphenazine	HTR2C	
perphenazine	HTR6	
perphenazine	HTR7	
perphenazine	ADRA1A	
perphenazine	ADRA2B	
perphenazine	DRD3	
perphenazine	HRH1	
perphenazine	CHRM3	
perphenazine	AOX1	
perphenazine	ADRA2C	
perphenazine	DRD4	
phenacemide	SCN1A	
phenacetin	PTGS1	
phenazocine	OPRM1	
phenazocine	OPRK1	
phenazocine	OPRD1	
phencyclidine	SIGMAR1	
phencyclidine	PRCP	
phendimetrazine	SLC6A2	
phendimetrazine	HTR1A	
phendimetrazine	SLC6A3	
phenelzine	CYP3A4	
phenelzine	SLC6A3	
phenelzine	CYP2D6	
phenelzine	CYP2C8	
phenelzine	CYP2C9	
phenelzine	MAOB	
phenelzine	MAOA	
phenelzine	CYP2C19	
phenelzine	AOC3	
phenelzine	IDO1	
phenelzine	KDM1A	
phenelzine	GFER	
phenformin	PRKAB1	
phenindione	VKORC1	
phenindione	F2	
pheniprazine	MAOB	
pheniprazine	MAOA	
pheniramine	HRH1	
pheniramine	HRH4	
phenmetrazine	SLC6A2	
phenmetrazine	SLC6A3	
phenmetrazine	MAOA	
phenobarbital	NR1I3	
phenobarbital	NR1I2	
phenolphthalein	TYMS	
phenoxybenzamine	ADRA2A	
phenoxybenzamine	ADRA1A	
phenoxybenzamine	ADRA2B	
phenoxybenzamine	SLC22A1	
phenprocoumon	VKORC1	
phentermine	SLC6A2	
phentermine	SLC6A3	
phentolamine	ADRA2A	
phentolamine	SIGMAR1	
phentolamine	KCNH2	
phentolamine	HTR1A	
phentolamine	HTR2A	
phentolamine	HTR2B	
phentolamine	HTR2C	
phentolamine	ADRA1A	
phentolamine	ADRA2B	
phentolamine	HRH1	
phentolamine	ADRA2C	
phentolamine	CYP2D6	
phentolamine	ADRA1D	
phentolamine	ADRA1B	
phentolamine	NISCH	
phenylalanine	SLC7A5	
phenylalanine	GPR139	
phenylalanine	ALPI	
phenylalanine	XIAP	
phenylbutazone	PTGS1	
phenylbutazone	FPR1	
phenylbutazone	PTGIS	
phenylbutazone	CYP2C9	
phenylbutazone	NAPRT	
phenylephrine	ADRA1A	
phenylephrine	ADRA1D	
phenylephrine	ADRA1B	
phenylpropanolamine	ADRA2A	
phenylpropanolamine	KCNH2	
phenylpropanolamine	SLC6A2	
phenylpropanolamine	HTR7	
phenylpropanolamine	ADRA1A	
phenylpropanolamine	ADRA2B	
phenylpropanolamine	CHRM1	
phenylpropanolamine	ADRA2C	
phenylpropanolamine	SLC6A3	
phenyltoloxamine	DRD1	
phenyltoloxamine	DRD2	
phenyltoloxamine	DRD5	
phenyltoloxamine	DRD4	
phenyltoloxamine	HRH1	
phenytoin	NR1I3	
phenytoin	SCN5A	
phenytoin	SCN1A	
phenytoin	SCN2A	
phenytoin	SCN3A	
phenytoin	SCN4A	
phenytoin	SCN8A	
phenytoin	SCN9A	
phloroglucinol	BACE1	
physostigmine	CYP2D6	
physostigmine	ACHE	
physostigmine	BCHE	
picrotoxin	GLRA1	
picrotoxin	GLRA2	
picrotoxin	GLRB	
picrotin	GLRA1	
picrotin	GLRA2	
picrotin	GLRB	
picrotin	GLRA3	
piketoprofen	PTGS2	
piketoprofen	PTGS1	
pilocarpine	CHRM1	
pilocarpine	CHRM2	
pilocarpine	CHRM3	
pilocarpine	CHRM4	
pilocarpine	CHRM5	
pilsicainide	KCNH2	
pilsicainide	SCN4A	
pimecrolimus	IL5	
pimecrolimus	IFNG	
pimecrolimus	FKBP1A	
pimecrolimus	IL2	
pimecrolimus	PPP3CC	
pimethixene	SETD7	
pimozide	OPRM1	
pimozide	DRD2	
pimozide	ADRA2A	
pimozide	SIGMAR1	
pimozide	KCNH2	
pimozide	ABCB1	
pimozide	HTR1A	
pimozide	HTR2A	
pimozide	HTR2C	
pimozide	HTR6	
pimozide	HTR7	
pimozide	ADRA1A	
pimozide	ADRA2B	
pimozide	DRD3	
pimozide	HRH1	
pimozide	HRH4	
pimozide	CHRM3	
pimozide	HTR1D	
pimozide	ADRA2C	
pimozide	DRD4	
pimozide	OPRK1	
pimozide	ABCC1	
pimozide	GLRA1	
pimozide	CACNA1G	
pimozide	OPRD1	
pimozide	CACNA1I	
pimozide	KCNK2	
pimozide	KCNA10	
pimozide	SLC22A2	
pimozide	USP1	
pinacidil	ABCC9	
pinacidil	KCNMA1	
pindolol	ADRB1	
pindolol	ADRB2	
pindolol	HTR1A	
pindolol	HTR2A	
pindolol	HTR2B	
pindolol	HTR2C	
pindolol	ADRB3	
pindolol	HTR1B	
pindolol	HTR1D	
pioglitazone	CA2	
pioglitazone	ABCB11	
pioglitazone	MAOB	
pioglitazone	MAOA	
pioglitazone	PPARA	
pioglitazone	PPARG	
pioglitazone	CISD1	
pioglitazone	CISD2	
pipamazine	DRD1	
pipamazine	DRD2	
pipamazine	ADRA2A	
pipamazine	SIGMAR1	
pipamazine	SLC6A4	
pipamazine	SLC6A2	
pipamazine	HTR1A	
pipamazine	HTR2A	
pipamazine	HTR2B	
pipamazine	HTR2C	
pipamazine	HTR6	
pipamazine	ADRA2B	
pipamazine	DRD3	
pipamazine	HRH1	
pipamazine	CHRM5	
pipamazine	ADRA2C	
pipamazine	CYP2D6	
pipamazine	ADRA1D	
pipamperone	ADRB1	
pipamperone	ADRB2	
pipamperone	DRD2	
pipamperone	ADRA2A	
pipamperone	HTR1A	
pipamperone	HTR2A	
pipamperone	HTR2B	
pipamperone	HTR2C	
pipamperone	ADRA2B	
pipamperone	DRD3	
pipamperone	HRH1	
pipamperone	HTR1B	
pipamperone	HTR1D	
pipamperone	ADRA2C	
pipamperone	HTR1F	
pipamperone	HTR1E	
pipotiazine palmitate	DRD2	
pipotiazine palmitate	DRD3	
pirbuterol	ADRB2	
pirenzepine	CHRM1	
pirenzepine	CHRM2	
pirenzepine	CHRM3	
pirenzepine	CHRM4	
pirenzepine	CHRM5	
pirenzepine	ADORA3	
piretanide	SLC12A1	
piretanide	SLC12A2	
piribedil	ADRA2A	
piribedil	HTR1A	
piribedil	HTR2B	
piribedil	ADRA1A	
piribedil	ADRA2B	
piribedil	DRD3	
piribedil	ADRA2C	
piribedil	DRD4	
piribedil	ADRA1D	
piribedil	ADRA1B	
piribedil	DRD2	
pirlindole	TEAD4	
pirlindole	TEAD1	
pirlindole	TEAD4	
pirlindole	TEAD2	
pirlindole	TEAD3	
pirlindole	MAOA	
pirmenol	SCN5A	
piroxicam	PTGS2	
piroxicam	PTGS1	
pirprofen	PTGS2	
pirprofen	PTGS1	
pitavastatin	HMGCR	
pitavastatin	RXRA	
pizotifen	DRD2	
pizotifen	HTR1A	
pizotifen	HTR2A	
pizotifen	HTR2B	
pizotifen	HTR2C	
pizotifen	HTR7	
pizotifen	CHRM1	
polythiazide	SLC12A3	
pralidoxime	ACHE	
pralmorelin	GHSR	
pramipexole	ADRB2	
pramipexole	DRD2	
pramipexole	ADRA2A	
pramipexole	HTR1A	
pramipexole	HTR2A	
pramipexole	HTR7	
pramipexole	ADRA2B	
pramipexole	DRD3	
pramipexole	HRH2	
pramipexole	HTR1B	
pramipexole	HTR1D	
pramipexole	ADRA2C	
pramipexole	DRD4	
pranlukast	NR1H4	
pranlukast	CYSLTR2	
pranlukast	GPR17	
pranlukast	NR1H4	
pranlukast	CYSLTR1	
pravastatin	HMGCR	
praziquantel	ABCB11	
prednicarbate	NR3C1	
prednisolone	NR3C1	
prednisolone	ANXA1	
prednisolone	NR3C2	
prednisolone	AR	
prednisolone	PGR	
prednisolone	SERPINA6	
prednisolone	IL6	
prednisolone	GPBAR1	
prednisolone	GLUL	
prednisolone	ADAM17	
prednisolone	PGR	
prednisolone acetate	NR3C1	
prednisolone tebutate	NR3C1	
prednisolone tebutate	NR3C2	
prednisolone tebutate	AR	
prednisolone tebutate	PGR	
prednisolone tebutate	SERPINA6	
prednisolone tebutate	IL6	
prednisolone tebutate	GPBAR1	
prednisolone tebutate	GLUL	
prednisolone tebutate	ADAM17	
prednisolone tebutate	PGR	
prednisone	SLC28A1	
prednisone	NR3C1	
prednisone	ANXA1	
pregabalin	SLC7A5	
pregabalin	CACNA2D1	
pregabalin	CACNA2D2	
pregnenolone succinate	SERPINA6	
pregnenolone succinate	SHBG	
pregnenolone succinate	G6PD	
prenalterol	ADRB1	
pridinol	CHRM1	
pridinol	CHRM2	
pridinol	CHRM3	
pridinol	CHRM4	
pridinol	CHRM5	
primaquine	KCNH2	
primaquine	SLC6A4	
primaquine	"HBA1;"	
primaquine	MAOB	
primaquine	NQO2	
primaquine	CYP1A2	
primaquine	MAOA	
primaquine	G6PD	
primaquine	HSP90AA1	
primaquine	AHR	
primaquine	SHMT2	
primidone	TRPM3	
probenecid	CA2	
probenecid	CA9	
probenecid	CA12	
probenecid	SLC22A6	
probenecid	SLC22A8	
probenecid	SLC22A11	
probenecid	SLC22A12	
probenecid	UGT1A7	
probucol	KCNH2	
probucol	ALOX15	
probucol	ABCA1	
probucol	HPN	
procainamide	KCNH2	
procainamide	CHRM2	
procainamide	ACHE	
procainamide	DNMT1	
procainamide	DNMT3A	
procainamide	DNMT3B	
procaine	HTR3A	
procaine	GRIN3A	
procaine	SCN10A	
procaine	RYR1	
procaterol	ADRB2	
procaterol	DRD2	
prochlorperazine	DRD1	
prochlorperazine	DRD2	
prochlorperazine	ADRA2A	
prochlorperazine	SIGMAR1	
prochlorperazine	KCNH2	
prochlorperazine	SLC6A4	
prochlorperazine	SLC6A2	
prochlorperazine	HTR1A	
prochlorperazine	HTR2A	
prochlorperazine	HTR2B	
prochlorperazine	HTR2C	
prochlorperazine	HTR6	
prochlorperazine	ADRA1A	
prochlorperazine	ADRA2B	
prochlorperazine	DRD3	
prochlorperazine	HRH1	
prochlorperazine	CHRM1	
prochlorperazine	CHRM2	
prochlorperazine	CHRM3	
prochlorperazine	CHRM4	
prochlorperazine	CHRM5	
prochlorperazine	ADRA2C	
prochlorperazine	SLC6A3	
prochlorperazine	CYP2D6	
prochlorperazine	DRD4	
prochlorperazine	ADRA1D	
prochlorperazine	CYP1A2	
prochlorperazine	FYN	
prochlorperazine	SLC22A1	
procyclidine	CHRM1	
procyclidine	CHRM2	
procyclidine	CHRM3	
procyclidine	CHRM4	
procyclidine	CHRM5	
progesterone	SLC28A1	
progesterone	SIGMAR1	
progesterone	ABCB1	
progesterone	NR3C1	
progesterone	NR3C2	
progesterone	ESR1	
progesterone	AR	
progesterone	PGR	
progesterone	SERPINA6	
progesterone	SHBG	
progesterone	SOAT1	
progesterone	FABP2	
progesterone	CATSPER1	
progesterone	CATSPER2	
progesterone	CATSPER3	
progesterone	CATSPER4	
progesterone	TRPC5	
progesterone	P2RX3	
proglumide	CCKBR	
promazine	DRD1	
promazine	DRD2	
promazine	ADRA2A	
promazine	SIGMAR1	
promazine	SLC6A4	
promazine	SLC6A2	
promazine	HTR1A	
promazine	HTR2A	
promazine	HTR2B	
promazine	HTR2C	
promazine	HTR6	
promazine	ADRA1A	
promazine	ADRA2B	
promazine	DRD3	
promazine	HRH1	
promazine	HRH2	
promazine	CHRM1	
promazine	CHRM2	
promazine	CHRM3	
promazine	CHRM4	
promazine	CHRM5	
promazine	AOX1	
promazine	ADRA2C	
promazine	CYP2D6	
promazine	ADRA1D	
promazine	PRNP	
promazine	SLC22A1	
promazine	GFER	
promegestone	PGR	
promethazine	DRD1	
promethazine	DRD2	
promethazine	ADRA2A	
promethazine	SIGMAR1	
promethazine	SLC6A4	
promethazine	SLC6A2	
promethazine	HTR1A	
promethazine	HTR2A	
promethazine	HTR2B	
promethazine	HTR2C	
promethazine	HTR6	
promethazine	ADRA1A	
promethazine	ADRA2B	
promethazine	DRD3	
promethazine	HRH1	
promethazine	HRH2	
promethazine	HRH4	
promethazine	CHRM1	
promethazine	CHRM2	
promethazine	CHRM3	
promethazine	CHRM4	
promethazine	CHRM5	
promethazine	AOX1	
promethazine	ADRA2C	
promethazine	CYP2D6	
promethazine	ADRA1D	
promethazine	BCHE	
promethazine	PRNP	
promethazine	SLC22A1	
promethazine	GFER	
promethazine	CALM1	
propafenone	ADRB1	
propafenone	ADRB2	
propafenone	SCN5A	
propafenone	SCN1B	
propafenone	SCN2B	
propafenone	SCN3B	
propafenone	SCN4B	
propafenone	SIGMAR1	
propafenone	KCNH2	
propafenone	ABCB1	
propafenone	SLC6A2	
propafenone	HTR1A	
propafenone	HTR2A	
propafenone	HTR2B	
propafenone	HTR2C	
propafenone	HTR6	
propafenone	AOX1	
propafenone	ADRB3	
propafenone	SLC6A3	
propafenone	CYP2D6	
propafenone	ADRA1D	
propafenone	CYP1A2	
propafenone	KCNK2	
propafenone	KCNA5	
propafenone	KCNK3	
propafenone	SLC22A1	
propafenone	HCN4	
propafenone	SLC22A2	
propantheline	CHRM1	
propantheline	CHRM2	
propantheline	CHRM3	
propantheline	CHRM4	
proparacaine	SIGMAR1	
proparacaine	MAOA	
proparacaine	SCN10A	
propentofylline	ACHE	
propiomazine	DRD1	
propiomazine	DRD2	
propiomazine	HTR2A	
propiomazine	HTR2C	
propiomazine	HRH1	
propiomazine	CHRM1	
propiomazine	CHRM2	
propiomazine	CHRM3	
propiomazine	CHRM4	
propiomazine	CHRM5	
propiomazine	DRD4	
propiomazine	ADRA1B	
propiram	OPRM1	
propofol	FAAH	
propofol	PTGS1	
propofol	SLC6A2	
propofol	HTR2B	
propofol	HTR2C	
propofol	CA2	
propofol	CA1	
propofol	CYP2C9	
propranolol	SIGMAR1	
propranolol	ABCB1	
propranolol	SLC6A4	
propranolol	HTR1A	
propranolol	HTR2A	
propranolol	HTR2B	
propranolol	HTR2C	
propranolol	HTR6	
propranolol	HRH1	
propranolol	ADRB3	
propranolol	HTR1B	
propranolol	HTR1D	
propranolol	CYP2D6	
propranolol	CACNA1C	
propranolol	CYP1A2	
propranolol	SLC22A1	
propranolol	HCN4	
propranolol	ADRB1	
propranolol	ADRB2	
propylthiouracil	TPO	
propylthiouracil	MPO	
propylthiouracil	DIO1	
propylthiouracil	TAS2R38	
propyphenazone	TRPA1	
proquazone	PTGS2	
proquazone	PTGS1	
proscillaridin	ATP1A1	
protirelin	TRHR	
protokylol	ADRB2	
protriptyline	KCNH2	
protriptyline	SLC6A4	
protriptyline	SLC6A2	
protriptyline	HTR2A	
protriptyline	HTR2B	
protriptyline	HTR2C	
protriptyline	HRH1	
protriptyline	CHRM1	
protriptyline	CHRM2	
protriptyline	CHRM3	
protriptyline	CHRM4	
protriptyline	CHRM5	
protriptyline	SLC6A3	
protriptyline	ADORA3	
pseudoephedrine	ADRB2	
pseudoephedrine	ADRA2A	
pseudoephedrine	SLC6A2	
pseudoephedrine	ADRA1A	
pyrazinamide	CYP3A4	
pyrazinamide	CA2	
pyrazinamide	CYP3A5	
pyridostigmine	ACHE	
pyridostigmine	BCHE	
mepyramine	ADRA2A	
mepyramine	SIGMAR1	
mepyramine	KCNH2	
mepyramine	SLC6A4	
mepyramine	HTR2A	
mepyramine	HTR2B	
mepyramine	HTR2C	
mepyramine	HRH1	
mepyramine	SLC6A3	
mepyramine	CYP2D6	
mepyramine	ADORA3	
