GeneID1	GeneID2	PCC_moderate	feature_type	PCC_moderate_abs
CCL4	CCL3	0.745980213108474	protein-protein	0.745980213108474
CCL4	CCL2	0.257194875141598	protein-protein	0.257194875141598
PRKAB1	CD2AP	0.839461346730126	protein-protein	0.839461346730126
APEX1	PARP1	0.43570876146981	protein-protein	0.43570876146981
CD40LG	CD274	0.559779796238119	protein-protein	0.559779796238119
AGER	CD274	0.314580116073507	protein-protein	0.314580116073507
IRF9	DDX58	0.873225238018976	protein-protein	0.873225238018976
AKT1	ANGPT1	0.400805802789718	protein-protein	0.400805802789718
IRF9	CD274	0.652919358337385	protein-protein	0.652919358337385
IRF9	CSF1	0.189530060962414	protein-protein	0.189530060962414
IRF9	DDX58	0.873225238018976	protein-protein	0.873225238018976
APEX1	PRKAB1	0.687781037337687	protein-protein	0.687781037337687
LEP	NECTIN1	0.285868143405077	protein-protein	0.285868143405077
IRF9	CD2AP	0.628292028948251	protein-protein	0.628292028948251
AKT1	APEX1	0.743355331610422	protein-protein	0.743355331610422
AKT1	ANGPT1	0.400805802789718	protein-protein	0.400805802789718
AKT1	APEX1	0.743355331610422	protein-protein	0.743355331610422
IRF9	DDX58	0.873225238018976	protein-protein	0.873225238018976
CD244	CD40LG	0.66387784671633	protein-protein	0.66387784671633
APEX1	PARP1	0.43570876146981	protein-protein	0.43570876146981
IRF9	AKT1	0.6555325731773	protein-protein	0.6555325731773
AKT1	PRKAB1	0.851795364871426	protein-protein	0.851795364871426
IRF9	CSF1	0.189530060962414	protein-protein	0.189530060962414
APEX1	AGER	-0.311446788490046	protein-protein	0.311446788490046
ANGPT1	CD274	0.265520926518582	protein-protein	0.265520926518582
AGER	CD274	0.314580116073507	protein-protein	0.314580116073507
AGER	ANGPT1	0.351674586015627	protein-protein	0.351674586015627
PRKAB1	CD2AP	0.839461346730126	protein-protein	0.839461346730126
APEX1	PARP1	0.43570876146981	protein-protein	0.43570876146981
IRF9	CD40LG	0.648355143208645	protein-protein	0.648355143208645
APEX1	PARP1	0.43570876146981	protein-protein	0.43570876146981
CD2AP	ANGPT1	0.364995460871507	protein-protein	0.364995460871507
PRKAB1	NECTIN1	0.331615949646275	protein-protein	0.331615949646275
JUN	CD2AP	-0.114072487900664	protein-protein	0.114072487900664
JUN	HMOX1	-0.148805143668852	protein-protein	0.148805143668852
PARP1	CD2AP	0.238796927968303	protein-protein	0.238796927968303
APP	CD274	-0.124124358530307	protein-protein	0.124124358530307
APP	ANGPT1	-0.308966623745028	protein-protein	0.308966623745028
APP	CD2AP	-0.347683411237209	protein-protein	0.347683411237209
APP	DDX58	-0.278246399994808	protein-protein	0.278246399994808
CD244	APP	-0.295404350427137	protein-protein	0.295404350427137
AKT1	CD40LG	0.679230748560487	protein-protein	0.679230748560487
APP	AGER	0.173234489331515	protein-protein	0.173234489331515
APP	PRKAB1	-0.330328573743801	protein-protein	0.330328573743801
APP	APEX1	-0.259101325284312	protein-protein	0.259101325284312
APP	AKT1	-0.352870908761685	protein-protein	0.352870908761685
APP	AGER	0.173234489331515	protein-protein	0.173234489331515
APP	AGER	0.173234489331515	protein-protein	0.173234489331515
PARP1	PRKAB1	0.2410612962457	protein-protein	0.2410612962457
AKT1	CD2AP	0.752174348914995	protein-protein	0.752174348914995
APP	AGER	0.173234489331515	protein-protein	0.173234489331515
APP	PRKAB1	-0.330328573743801	protein-protein	0.330328573743801
APP	APEX1	-0.259101325284312	protein-protein	0.259101325284312
APP	AKT1	-0.352870908761685	protein-protein	0.352870908761685
AKT1	CD2AP	0.752174348914995	protein-protein	0.752174348914995
AKT1	HMOX1	-0.113042519477298	protein-protein	0.113042519477298
APP	AGER	0.173234489331515	protein-protein	0.173234489331515
NECTIN1	CD274	0.672564160374827	protein-protein	0.672564160374827
LEP	CSF1	0.2344425018047	protein-protein	0.2344425018047
AGER	CD274	0.314580116073507	protein-protein	0.314580116073507
AGER	NECTIN1	0.302816943421905	protein-protein	0.302816943421905
S100A12	CCL20	0.25261808084445	protein-protein	0.25261808084445
CXCL10	CXCL9	0.544001710861575	protein-protein	0.544001710861575
IRF9	TRIM21	0.783678159066516	protein-protein	0.783678159066516
IRF9	CXCL10	0.314541241071059	protein-protein	0.314541241071059
CXCL11	CXCL10	0.444726254787063	protein-protein	0.444726254787063
CCL2	THBD	0.261307787272298	protein-protein	0.261307787272298
CCL11	IL33	0.146499286389928	protein-protein	0.146499286389928
CXCL1	CCL8	0.351181601619203	protein-protein	0.351181601619203
CXCL10	CXCL9	0.544001710861575	protein-protein	0.544001710861575
IRF9	TRIM21	0.783678159066516	protein-protein	0.783678159066516
CCL2	CCL8	0.150288239594113	protein-protein	0.150288239594113
TRIM21	CCL8	0.586414225295385	protein-protein	0.586414225295385
CCL11	CCL4	0.296509844234387	protein-protein	0.296509844234387
CXCL9	CCL4	0.194939907370566	protein-protein	0.194939907370566
CXCL10	CXCL1	-0.108438433166774	protein-protein	0.108438433166774
IRF9	TRIM21	0.783678159066516	protein-protein	0.783678159066516
CXCL11	CCL8	0.58701883455263	protein-protein	0.58701883455263
CXCL11	CXCL10	0.444726254787063	protein-protein	0.444726254787063
CCL2	CCL8	0.150288239594113	protein-protein	0.150288239594113
CXCL9	TRIM21	-0.286251468311758	protein-protein	0.286251468311758
CXCL9	CCL4	0.194939907370566	protein-protein	0.194939907370566
CCL2	THBD	0.261307787272298	protein-protein	0.261307787272298
CCL2	CCL11	0.317722696269604	protein-protein	0.317722696269604
CXCL1	CXCL9	-0.196904683678912	protein-protein	0.196904683678912
CCL2	CCL11	0.317722696269604	protein-protein	0.317722696269604
CCL2	CCL7	0.646392129418249	protein-protein	0.646392129418249
CCL20	ADM	0.264678749585668	protein-protein	0.264678749585668
CCL7	CCL8	0.40660140112874	protein-protein	0.40660140112874
CXCL1	ADM	-0.138779278121419	protein-protein	0.138779278121419
CXCL1	IL33	0.232567601167446	protein-protein	0.232567601167446
CXCL10	CCL8	0.433599964158608	protein-protein	0.433599964158608
CXCL10	CXCL9	0.544001710861575	protein-protein	0.544001710861575
IRF9	TRIM21	0.783678159066516	protein-protein	0.783678159066516
CXCL11	TRIM21	0.628323629452679	protein-protein	0.628323629452679
CXCL11	CXCL10	0.444726254787063	protein-protein	0.444726254787063
CCL2	CCL8	0.150288239594113	protein-protein	0.150288239594113
CCL2	THBD	0.261307787272298	protein-protein	0.261307787272298
CCL2	CCL11	0.317722696269604	protein-protein	0.317722696269604
THBD	ADM	0.869014125078176	protein-protein	0.869014125078176
CCL11	THBD	0.177289755689126	protein-protein	0.177289755689126
CCL7	THBD	0.128574723927199	protein-protein	0.128574723927199
CXCL9	CCL4	0.194939907370566	protein-protein	0.194939907370566
CXCL10	CXCL9	0.544001710861575	protein-protein	0.544001710861575
CCL2	ADM	0.423357552972373	protein-protein	0.423357552972373
CCL2	THBD	0.261307787272298	protein-protein	0.261307787272298
CCL2	S100A12	0.319786494855748	protein-protein	0.319786494855748
CCL2	CCL4	0.257194875141598	protein-protein	0.257194875141598
CCL2	CCL11	0.317722696269604	protein-protein	0.317722696269604
CCL2	CCL7	0.646392129418249	protein-protein	0.646392129418249
TGFB1	TRIM21	0.612551379911	protein-protein	0.612551379911
CCL7	CCL8	0.40660140112874	protein-protein	0.40660140112874
MAX	TRIM21	0.748464683454861	protein-protein	0.748464683454861
MAX	CXCL9	-0.185859969470126	protein-protein	0.185859969470126
CXCL10	CCL8	0.433599964158608	protein-protein	0.433599964158608
CXCL10	CCL7	0.628559215545909	protein-protein	0.628559215545909
CXCL10	CXCL9	0.544001710861575	protein-protein	0.544001710861575
IRF9	CXCL10	0.314541241071059	protein-protein	0.314541241071059
CXCL11	CCL8	0.58701883455263	protein-protein	0.58701883455263
CXCL11	CXCL10	0.444726254787063	protein-protein	0.444726254787063
CXCL11	IRF9	0.65919760632667	protein-protein	0.65919760632667
CCL2	CCL8	0.150288239594113	protein-protein	0.150288239594113
CCL2	CCL4	0.257194875141598	protein-protein	0.257194875141598
CCL4	S100A12	0.207699594957603	protein-protein	0.207699594957603
CXCL1	ADM	-0.138779278121419	protein-protein	0.138779278121419
CXCL10	S100A12	0.272942808902724	protein-protein	0.272942808902724
CXCL10	CXCL9	0.544001710861575	protein-protein	0.544001710861575
CXCL11	CXCL10	0.444726254787063	protein-protein	0.444726254787063
CCL20	CCL8	0.100176271878615	protein-protein	0.100176271878615
S100A12	IL33	0.312543042135066	protein-protein	0.312543042135066
CCL7	CCL8	0.40660140112874	protein-protein	0.40660140112874
CCL7	CCL20	0.49078780258481	protein-protein	0.49078780258481
CXCL10	CCL8	0.433599964158608	protein-protein	0.433599964158608
CXCL10	CXCL9	0.544001710861575	protein-protein	0.544001710861575
CXCL11	CCL7	0.320866917427367	protein-protein	0.320866917427367
CXCL11	CXCL10	0.444726254787063	protein-protein	0.444726254787063
CCL2	CCL8	0.150288239594113	protein-protein	0.150288239594113
CCL2	CCL4	0.257194875141598	protein-protein	0.257194875141598
CCL2	CCL11	0.317722696269604	protein-protein	0.317722696269604
CCL2	CCL7	0.646392129418249	protein-protein	0.646392129418249
CXCL10	CXCL9	0.544001710861575	protein-protein	0.544001710861575
IRF9	TRIM21	0.783678159066516	protein-protein	0.783678159066516
CXCL10	CXCL9	0.544001710861575	protein-protein	0.544001710861575
IRF9	CCL4	-0.195184773265504	protein-protein	0.195184773265504
IRF9	CXCL10	0.314541241071059	protein-protein	0.314541241071059
CXCL11	CXCL10	0.444726254787063	protein-protein	0.444726254787063
CXCL11	IRF9	0.65919760632667	protein-protein	0.65919760632667
CCL2	CCL8	0.150288239594113	protein-protein	0.150288239594113
CCL2	ADM	0.423357552972373	protein-protein	0.423357552972373
CCL2	THBD	0.261307787272298	protein-protein	0.261307787272298
CXCL1	CCL8	0.351181601619203	protein-protein	0.351181601619203
CXCL1	CCL11	0.219092889179962	protein-protein	0.219092889179962
CXCL11	CXCL10	0.444726254787063	protein-protein	0.444726254787063
CCL2	CCL8	0.150288239594113	protein-protein	0.150288239594113
CCL2	CCL11	0.317722696269604	protein-protein	0.317722696269604
CCL2	CCL7	0.646392129418249	protein-protein	0.646392129418249
CXCL9	PGF	0.39001288134992	protein-protein	0.39001288134992
CCL2	CCL4	0.257194875141598	protein-protein	0.257194875141598
CXCL9	CCL11	0.242158396934665	protein-protein	0.242158396934665
CCL2	CCL4	0.257194875141598	protein-protein	0.257194875141598
CCL2	CCL11	0.317722696269604	protein-protein	0.317722696269604
CCL2	CCL7	0.646392129418249	protein-protein	0.646392129418249
CXCL10	CXCL9	0.544001710861575	protein-protein	0.544001710861575
CXCL11	CXCL10	0.444726254787063	protein-protein	0.444726254787063
CCL2	IRF9	-0.172722751864529	protein-protein	0.172722751864529
TGFB1	TRIM21	0.612551379911	protein-protein	0.612551379911
CCL4	TGFB1	0.190332975879486	protein-protein	0.190332975879486
CCL7	S100A12	0.448567880859665	protein-protein	0.448567880859665
IRF9	CXCL9	-0.165796619781726	protein-protein	0.165796619781726
CCL2	CCL20	0.502155144091875	protein-protein	0.502155144091875
PGF	ATP6AP2	0.1835593641419	protein-protein	0.1835593641419
CXCL1	ATP6AP2	0.246679546405497	protein-protein	0.246679546405497
MAX	ATP6AP2	0.362589157196189	protein-protein	0.362589157196189
CXCL10	ATP6AP2	0.468731705923521	protein-protein	0.468731705923521
CXCL10	CCL11	-0.163390464378426	protein-protein	0.163390464378426
CXCL9	CCL11	0.242158396934665	protein-protein	0.242158396934665
CXCL1	CCL11	0.219092889179962	protein-protein	0.219092889179962
CXCL10	CCL8	0.433599964158608	protein-protein	0.433599964158608
CXCL10	CCL11	-0.163390464378426	protein-protein	0.163390464378426
CXCL10	CXCL9	0.544001710861575	protein-protein	0.544001710861575
CXCL11	CCL8	0.58701883455263	protein-protein	0.58701883455263
CXCL11	CCL20	0.149403315256695	protein-protein	0.149403315256695
CXCL11	CXCL10	0.444726254787063	protein-protein	0.444726254787063
CCL2	CCL8	0.150288239594113	protein-protein	0.150288239594113
CCL2	CCL11	0.317722696269604	protein-protein	0.317722696269604
CCL2	CXCL9	0.649789361797929	protein-protein	0.649789361797929
CXCL9	CCL20	0.312581253021355	protein-protein	0.312581253021355
CXCL1	CXCL9	-0.196904683678912	protein-protein	0.196904683678912
CXCL10	CCL20	0.474653441547516	protein-protein	0.474653441547516
CXCL10	CXCL1	-0.108438433166774	protein-protein	0.108438433166774
CXCL11	CCL20	0.149403315256695	protein-protein	0.149403315256695
CXCL11	CXCL1	0.487014998123965	protein-protein	0.487014998123965
CXCL9	CCL20	0.312581253021355	protein-protein	0.312581253021355
CXCL1	CXCL9	-0.196904683678912	protein-protein	0.196904683678912
CXCL10	CCL20	0.474653441547516	protein-protein	0.474653441547516
CXCL10	CXCL1	-0.108438433166774	protein-protein	0.108438433166774
CXCL11	CCL20	0.149403315256695	protein-protein	0.149403315256695
CXCL11	CXCL1	0.487014998123965	protein-protein	0.487014998123965
CXCL9	CCL11	0.242158396934665	protein-protein	0.242158396934665
CXCL1	CCL11	0.219092889179962	protein-protein	0.219092889179962
CXCL10	CCL8	0.433599964158608	protein-protein	0.433599964158608
CXCL10	CCL11	-0.163390464378426	protein-protein	0.163390464378426
CXCL10	CXCL9	0.544001710861575	protein-protein	0.544001710861575
CXCL11	CCL8	0.58701883455263	protein-protein	0.58701883455263
CXCL11	CCL20	0.149403315256695	protein-protein	0.149403315256695
CXCL11	CXCL10	0.444726254787063	protein-protein	0.444726254787063
CCL2	CCL8	0.150288239594113	protein-protein	0.150288239594113
CCL2	CCL11	0.317722696269604	protein-protein	0.317722696269604
CCL2	CXCL9	0.649789361797929	protein-protein	0.649789361797929
CCL7	CCL8	0.40660140112874	protein-protein	0.40660140112874
CXCL10	CCL8	0.433599964158608	protein-protein	0.433599964158608
CXCL10	CXCL9	0.544001710861575	protein-protein	0.544001710861575
CXCL11	CCL8	0.58701883455263	protein-protein	0.58701883455263
CXCL11	CXCL10	0.444726254787063	protein-protein	0.444726254787063
CCL2	CCL8	0.150288239594113	protein-protein	0.150288239594113
CCL2	CCL11	0.317722696269604	protein-protein	0.317722696269604
CCL2	CCL7	0.646392129418249	protein-protein	0.646392129418249
CCL2	CXCL9	0.649789361797929	protein-protein	0.649789361797929
IRF9	MAX	0.790925486700288	protein-protein	0.790925486700288
CCL20	CCL8	0.100176271878615	protein-protein	0.100176271878615
TGFB1	PGF	0.117106573495967	protein-protein	0.117106573495967
CCL11	CCL4	0.296509844234387	protein-protein	0.296509844234387
CCL7	CCL8	0.40660140112874	protein-protein	0.40660140112874
CCL7	CCL20	0.49078780258481	protein-protein	0.49078780258481
CXCL9	CCL20	0.312581253021355	protein-protein	0.312581253021355
CXCL9	CCL4	0.194939907370566	protein-protein	0.194939907370566
CXCL9	CCL11	0.242158396934665	protein-protein	0.242158396934665
CXCL9	CCL7	0.338972776770807	protein-protein	0.338972776770807
CXCL1	CCL8	0.351181601619203	protein-protein	0.351181601619203
CXCL1	CCL11	0.219092889179962	protein-protein	0.219092889179962
CXCL1	CXCL9	-0.196904683678912	protein-protein	0.196904683678912
CXCL10	CCL8	0.433599964158608	protein-protein	0.433599964158608
CXCL10	CCL20	0.474653441547516	protein-protein	0.474653441547516
CXCL10	CCL11	-0.163390464378426	protein-protein	0.163390464378426
CXCL10	CCL7	0.628559215545909	protein-protein	0.628559215545909
CXCL10	CXCL9	0.544001710861575	protein-protein	0.544001710861575
CXCL10	CXCL1	-0.108438433166774	protein-protein	0.108438433166774
CXCL11	CCL8	0.58701883455263	protein-protein	0.58701883455263
CXCL11	CCL20	0.149403315256695	protein-protein	0.149403315256695
CXCL11	CCL7	0.320866917427367	protein-protein	0.320866917427367
CXCL11	CXCL1	0.487014998123965	protein-protein	0.487014998123965
CXCL11	CXCL10	0.444726254787063	protein-protein	0.444726254787063
CCL2	CCL8	0.150288239594113	protein-protein	0.150288239594113
CCL2	CCL20	0.502155144091875	protein-protein	0.502155144091875
CCL2	CCL4	0.257194875141598	protein-protein	0.257194875141598
CCL2	CCL11	0.317722696269604	protein-protein	0.317722696269604
CCL2	CCL7	0.646392129418249	protein-protein	0.646392129418249
CCL2	CXCL9	0.649789361797929	protein-protein	0.649789361797929
CCL2	CXCL10	0.497209374062038	protein-protein	0.497209374062038
CCL2	CXCL11	0.114625895324495	protein-protein	0.114625895324495
CCL20	CCL8	0.100176271878615	protein-protein	0.100176271878615
CCL11	CCL4	0.296509844234387	protein-protein	0.296509844234387
CCL7	CCL8	0.40660140112874	protein-protein	0.40660140112874
CCL7	CCL20	0.49078780258481	protein-protein	0.49078780258481
CXCL9	CCL20	0.312581253021355	protein-protein	0.312581253021355
CXCL9	CCL4	0.194939907370566	protein-protein	0.194939907370566
CXCL9	CCL11	0.242158396934665	protein-protein	0.242158396934665
CXCL9	CCL7	0.338972776770807	protein-protein	0.338972776770807
CXCL1	CCL8	0.351181601619203	protein-protein	0.351181601619203
CXCL1	CCL11	0.219092889179962	protein-protein	0.219092889179962
CXCL1	CXCL9	-0.196904683678912	protein-protein	0.196904683678912
CXCL10	CCL8	0.433599964158608	protein-protein	0.433599964158608
CXCL10	CCL20	0.474653441547516	protein-protein	0.474653441547516
CXCL10	CCL11	-0.163390464378426	protein-protein	0.163390464378426
CXCL10	CCL7	0.628559215545909	protein-protein	0.628559215545909
CXCL10	CXCL9	0.544001710861575	protein-protein	0.544001710861575
CXCL10	CXCL1	-0.108438433166774	protein-protein	0.108438433166774
CXCL11	CCL8	0.58701883455263	protein-protein	0.58701883455263
CXCL11	CCL20	0.149403315256695	protein-protein	0.149403315256695
CXCL11	CCL7	0.320866917427367	protein-protein	0.320866917427367
CXCL11	CXCL1	0.487014998123965	protein-protein	0.487014998123965
CXCL11	CXCL10	0.444726254787063	protein-protein	0.444726254787063
CCL2	CCL8	0.150288239594113	protein-protein	0.150288239594113
CCL2	CCL20	0.502155144091875	protein-protein	0.502155144091875
CCL2	CCL4	0.257194875141598	protein-protein	0.257194875141598
CCL2	CCL11	0.317722696269604	protein-protein	0.317722696269604
CCL2	CCL7	0.646392129418249	protein-protein	0.646392129418249
CCL2	CXCL9	0.649789361797929	protein-protein	0.649789361797929
CCL2	CXCL10	0.497209374062038	protein-protein	0.497209374062038
CCL2	CXCL11	0.114625895324495	protein-protein	0.114625895324495
MMP12	HGF	0.263334515496356	protein-protein	0.263334515496356
CCL4	CD83	0.213456422439777	protein-protein	0.213456422439777
IL6	CD83	0.22716497393022	protein-protein	0.22716497393022
CXCL1	CD83	-0.175284039842743	protein-protein	0.175284039842743
CXCL1	IL6	-0.27030700271865	protein-protein	0.27030700271865
MMP12	ANGPT2	0.247532105094362	protein-protein	0.247532105094362
CCL4	CD83	0.213456422439777	protein-protein	0.213456422439777
IL6	PLAU	0.483272751086402	protein-protein	0.483272751086402
ANGPT2	HGF	0.337847454769543	protein-protein	0.337847454769543
MMP12	HGF	0.263334515496356	protein-protein	0.263334515496356
MMP12	ANGPT2	0.247532105094362	protein-protein	0.247532105094362
CCL4	CD83	0.213456422439777	protein-protein	0.213456422439777
IL6	CD83	0.22716497393022	protein-protein	0.22716497393022
CXCL1	TNFSF10	0.199657435117321	protein-protein	0.199657435117321
TNFSF10	ARG1	0.104849667606073	protein-protein	0.104849667606073
TEK	F2R	0.865406247153412	protein-protein	0.865406247153412
TEK	SOD2	0.942753099110796	protein-protein	0.942753099110796
CCL4	CD83	0.213456422439777	protein-protein	0.213456422439777
IL6	SOD2	0.130656942185464	protein-protein	0.130656942185464
IL6	CD83	0.22716497393022	protein-protein	0.22716497393022
CCL4	CD83	0.213456422439777	protein-protein	0.213456422439777
CCL4	MMP12	0.297585836983411	protein-protein	0.297585836983411
CCL4	TNFSF10	0.249597984997298	protein-protein	0.249597984997298
JUN	ANGPT2	-0.129234325565067	protein-protein	0.129234325565067
HGF	SOD2	0.125444719836021	protein-protein	0.125444719836021
ANGPT2	HGF	0.337847454769543	protein-protein	0.337847454769543
MMP12	SOD2	0.573583866330667	protein-protein	0.573583866330667
MMP12	HGF	0.263334515496356	protein-protein	0.263334515496356
MMP12	ANGPT2	0.247532105094362	protein-protein	0.247532105094362
IL6	FGF2	-0.266428236571576	protein-protein	0.266428236571576
MMP12	PLAU	0.388976082878911	protein-protein	0.388976082878911
TEK	F2R	0.865406247153412	protein-protein	0.865406247153412
TEK	IL18R1	0.159200793800522	protein-protein	0.159200793800522
DECR1	SOD2	0.566652761643433	protein-protein	0.566652761643433
CD83	TNFSF14	-0.174084836098757	protein-protein	0.174084836098757
TNFSF10	HGF	-0.140391985332979	protein-protein	0.140391985332979
IL6	TNFSF10	-0.367662652966937	protein-protein	0.367662652966937
JUN	IL6	-0.193891001918145	protein-protein	0.193891001918145
JUN	IL6	-0.193891001918145	protein-protein	0.193891001918145
CD83	PLAU	0.538673232942006	protein-protein	0.538673232942006
CCL4	PLAU	0.146424727710727	protein-protein	0.146424727710727
CCL4	CD83	0.213456422439777	protein-protein	0.213456422439777
IL6	PLAU	0.483272751086402	protein-protein	0.483272751086402
IL6	CD83	0.22716497393022	protein-protein	0.22716497393022
CXCL1	CD83	-0.175284039842743	protein-protein	0.175284039842743
CXCL1	IL6	-0.27030700271865	protein-protein	0.27030700271865
JUN	CD83	0.157294688997517	protein-protein	0.157294688997517
JUN	CCL4	-0.201415161339358	protein-protein	0.201415161339358
JUN	IL6	-0.193891001918145	protein-protein	0.193891001918145
CD83	HGF	0.450577193238943	protein-protein	0.450577193238943
MMP12	FGF2	-0.207152262218872	protein-protein	0.207152262218872
CXCL1	IL6	-0.27030700271865	protein-protein	0.27030700271865
JUN	MMP12	-0.196820349097395	protein-protein	0.196820349097395
PLAU	HGF	0.446562593448613	protein-protein	0.446562593448613
FGF2	HGF	-0.191065206472881	protein-protein	0.191065206472881
MMP12	PLAU	0.388976082878911	protein-protein	0.388976082878911
IL6	PLAU	0.483272751086402	protein-protein	0.483272751086402
CASP8	TNFSF14	0.456215908565339	protein-protein	0.456215908565339
TNFSF10	ARG1	0.104849667606073	protein-protein	0.104849667606073
CCL4	PLAU	0.146424727710727	protein-protein	0.146424727710727
CXCL1	CD83	-0.175284039842743	protein-protein	0.175284039842743
DECR1	SOD2	0.566652761643433	protein-protein	0.566652761643433
DECR1	F2R	0.792288229266974	protein-protein	0.792288229266974
CXCL1	IL6	-0.27030700271865	protein-protein	0.27030700271865
TEK	NOS3	0.108880621523254	protein-protein	0.108880621523254
TEK	SOD2	0.942753099110796	protein-protein	0.942753099110796
JUN	SOD2	-0.141620707888899	protein-protein	0.141620707888899
JUN	TEK	-0.17375044655837	protein-protein	0.17375044655837
TNFSF10	IL18R1	0.128806785664828	protein-protein	0.128806785664828
TEK	IL18R1	0.159200793800522	protein-protein	0.159200793800522
FGF2	SOD2	-0.154845824221393	protein-protein	0.154845824221393
FGF2	HGF	-0.191065206472881	protein-protein	0.191065206472881
TEK	HGF	0.136476457510305	protein-protein	0.136476457510305
PLAU	HGF	0.446562593448613	protein-protein	0.446562593448613
JUN	PLAU	-0.104819826401698	protein-protein	0.104819826401698
JUN	IL6	-0.193891001918145	protein-protein	0.193891001918145
JUN	MMP12	-0.196820349097395	protein-protein	0.196820349097395
PLAU	HGF	0.446562593448613	protein-protein	0.446562593448613
PLAU	HGF	0.446562593448613	protein-protein	0.446562593448613
JUN	CCL4	-0.201415161339358	protein-protein	0.201415161339358
JUN	IL6	-0.193891001918145	protein-protein	0.193891001918145
PLAU	HGF	0.446562593448613	protein-protein	0.446562593448613
PLAU	HGF	0.446562593448613	protein-protein	0.446562593448613
TNFSF10	TNFSF14	-0.305585465100971	protein-protein	0.305585465100971
TYMP	CAPG	0.195621691347675	protein-protein	0.195621691347675
CD40	IRF9	0.567857349921266	protein-protein	0.567857349921266
FCGR2B	CAPG	0.228740735198377	protein-protein	0.228740735198377
CD40	FCGR2B	0.173777191689225	protein-protein	0.173777191689225
CD1C	CD5	0.205339405835015	protein-protein	0.205339405835015
IL2RB	CD5	0.215571565692452	protein-protein	0.215571565692452
IL2RB	CD5	0.215571565692452	protein-protein	0.215571565692452
CD40	FCGR2B	0.173777191689225	protein-protein	0.173777191689225
EIF4EBP1	COMT	0.768012020717788	protein-protein	0.768012020717788
CD1C	CAPG	-0.137825686219242	protein-protein	0.137825686219242
CD5	CD28	0.202377995365681	protein-protein	0.202377995365681
CD1C	FCGR2B	-0.195235485984828	protein-protein	0.195235485984828
CD1C	CD40	-0.276452350834949	protein-protein	0.276452350834949
IRF9	CAPG	0.235458943797013	protein-protein	0.235458943797013
TYMP	IRF9	0.521825736454981	protein-protein	0.521825736454981
AHCY	EIF4EBP1	0.416319482975422	protein-protein	0.416319482975422
IL2RB	CD40	0.434735368926724	protein-protein	0.434735368926724
FOSB	CD5	0.156880379771758	protein-protein	0.156880379771758
CD40	CD5	0.342191583974375	protein-protein	0.342191583974375
TYMP	IRF9	0.521825736454981	protein-protein	0.521825736454981
HSPB1	CD1C	-0.184469244300137	protein-protein	0.184469244300137
IL2RB	HPGDS	0.412239328036678	protein-protein	0.412239328036678
CD28	CCL28	0.138893696745959	protein-protein	0.138893696745959
CD40	IRF9	0.567857349921266	protein-protein	0.567857349921266
CD1C	CD5	0.205339405835015	protein-protein	0.205339405835015
HSPB1	COMT	-0.151934367315852	protein-protein	0.151934367315852
AHCY	EIF4EBP1	0.416319482975422	protein-protein	0.416319482975422
CD40	CAPG	0.399671931284872	protein-protein	0.399671931284872
TYMP	BID	0.259177846935655	protein-protein	0.259177846935655
CD40	IRF9	0.567857349921266	protein-protein	0.567857349921266
CD40	BID	0.651195923421063	protein-protein	0.651195923421063
AHCY	DDC	0.329117920205692	protein-protein	0.329117920205692
IL2RB	TYMP	0.270087262497199	protein-protein	0.270087262497199
CD5	CD28	0.202377995365681	protein-protein	0.202377995365681
CRH	HPGDS	0.323896257616601	protein-protein	0.323896257616601
FCGR2B	CRH	-0.138397162381963	protein-protein	0.138397162381963
TYMP	FCGR2B	-0.139649128617645	protein-protein	0.139649128617645
CD1C	CD5	0.205339405835015	protein-protein	0.205339405835015
IL2RB	IRF9	0.436673899435511	protein-protein	0.436673899435511
ARNT	GLB1	0.112058777526617	protein-protein	0.112058777526617
AHCY	COMT	0.451458955134768	protein-protein	0.451458955134768
AHCY	COMT	0.451458955134768	protein-protein	0.451458955134768
CD40	FCGR2B	0.173777191689225	protein-protein	0.173777191689225
TFF2	STC1	0.308088290889877	protein-protein	0.308088290889877
MMP1	KRT19	0.170693382427412	protein-protein	0.170693382427412
NFKB1	IL10RA	0.236812221156504	protein-protein	0.236812221156504
LYN	IL10RA	0.174832433974296	protein-protein	0.174832433974296
LYN	NFKB1	0.817494632078471	protein-protein	0.817494632078471
CXCL8	IL6	0.477507436039969	protein-protein	0.477507436039969
CXCL8	NFKB1	0.233334507727682	protein-protein	0.233334507727682
CXCL8	LYN	0.201388498797258	protein-protein	0.201388498797258
KRT19	TFF2	0.307256210100271	protein-protein	0.307256210100271
RASA1	NBN	0.187287096864069	protein-protein	0.187287096864069
KRT19	KLRD1	0.31339891521406	protein-protein	0.31339891521406
CXCL12	CX3CL1	0.206994912868815	protein-protein	0.206994912868815
IL10RA	IL16	0.231789368569066	protein-protein	0.231789368569066
LYN	IL16	0.253397152384502	protein-protein	0.253397152384502
LYN	IL10RA	0.174832433974296	protein-protein	0.174832433974296
CXCL8	KLRD1	0.192303563269603	protein-protein	0.192303563269603
CXCL8	KRT19	0.493445862809497	protein-protein	0.493445862809497
CXCL1	MMP1	0.450095742912102	protein-protein	0.450095742912102
CX3CL1	TYRO3	0.128056555735428	protein-protein	0.128056555735428
MMP1	PDGFB	0.474282017869938	protein-protein	0.474282017869938
IL6	CXCL5	-0.300204499936322	protein-protein	0.300204499936322
NFKB1	NBN	0.641793546939865	protein-protein	0.641793546939865
